LLM,File,Key,Hallucination
GPT35,2023-02-10 09.38 Test-representations.airdM.xes,internallink,1.8
GPT35,2023-02-10 09.38 Test-representations.airdM.xes,partnersidea,0.4
GPT35,2023-02-10 09.38 Test-representations.airdM.xes,partnersideb,0.4
GPT35,2023-02-10 09.38 Test-representations.airdM.xes,externalinterface,1.090909091
GPT35,2023-02-10 10.09 Test-representations.airdM.xes,internalelement,4
GPT35,2023-02-10 10.09 Test-representations.airdM.xes,add,0.4
GPT35,2023-02-10 10.09 Test-representations.airdM.xes,name,0.181818182
GPT35,2023-02-10 10.09 Test-representations.airdM.xes,set,0.318181818
GPT35,2023-02-10 10.09 Test-representations.airdM.xes,supportedroleclass,0.363636364
GPT35,2023-02-10 10.09 Test-representations.airdM.xes,externalinterface,0.888888889
GPT35,2023-02-10 10.09 Test-representations.airdM.xes,internallink,1.285714286
GPT35,2023-02-10 10.09 Test-representations.airdM.xes,partnersidea,0.333333333
GPT35,2023-02-10 10.09 Test-representations.airdM.xes,partnersideb,0.333333333
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,internalelement,4.222222222
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,add,0.329545455
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,name,0.1
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,set,0.284671533
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,id,1
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,supportedroleclass,0.363636364
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,externalinterface,0.571428571
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,internallink,1.363636364
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,partnersidea,0.277777778
GPT35,2023-02-10 10.37 Test-representations.airdM.xes,partnersideb,0.277777778
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,internalelement,4.5
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,add,0.777777778
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,name,1.5
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,set,1.5
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,externalinterface,1.5
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,attribute,5
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,value,1
GPT4,2023-02-07 08.04 Test-representations.airdM.xes,unit,1
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,internalelement,7.666666667
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,add,1.307692308
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,name,1.214285714
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,set,1.15625
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,id,1
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,externalinterface,3
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,attribute,3.8
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,value,1
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,defaultvalue,1
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,internallink,8
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-07 09.06 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,internalelement,6
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,add,0.916666667
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,name,0.8
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,set,1.117647059
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,externalinterface,2.25
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,internallink,3
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,supportedroleclass,1
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,attribute,3
GPT4,2023-02-07 09.17 Test-representations.airdM.xes,value,1
GPT4,2023-02-07 09.27 Test-representations.airdM.xes,internalelement,15
GPT4,2023-02-07 09.27 Test-representations.airdM.xes,add,1.571428571
GPT4,2023-02-07 09.27 Test-representations.airdM.xes,name,0.875
GPT4,2023-02-07 09.27 Test-representations.airdM.xes,set,1.266666667
GPT4,2023-02-07 09.27 Test-representations.airdM.xes,supportedroleclass,1
GPT4,2023-02-07 09.27 Test-representations.airdM.xes,externalinterface,5
GPT4,2023-02-07 09.27 Test-representations.airdM.xes,internallink,4.5
GPT4,2023-02-07 09.27 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-07 09.27 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-07 09.48 Test-representations.airdM.xes,internalelement,6
GPT4,2023-02-07 09.48 Test-representations.airdM.xes,add,1.125
GPT4,2023-02-07 09.48 Test-representations.airdM.xes,name,1.8
GPT4,2023-02-07 09.48 Test-representations.airdM.xes,set,1.307692308
GPT4,2023-02-07 09.48 Test-representations.airdM.xes,externalinterface,3
GPT4,2023-02-07 09.48 Test-representations.airdM.xes,internallink,4.333333333
GPT4,2023-02-07 09.48 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-07 09.48 Test-representations.airdM.xes,partnersidea,0.25
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,internalelement,5
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,add,0.666666667
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,name,1
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,set,1.090909091
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,supportedroleclass,1
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,externalinterface,3
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,baseclass,2
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-07 10.55 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,internalelement,8
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,add,1.25
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,name,1
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,set,1
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,basesystemunit,1
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,externalinterface,3
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,baseclass,1
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-07 11.07 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,internalelement,9
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,add,1.571428571
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,name,1
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,set,0.666666667
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,refbaseclasspath,1
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,basesystemunit,1
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,supportedroleclass,3
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,externalinterface,3
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,baseclass,1
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-08 09.01 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-08 13.19 Test-representations.airdM.xes,internalelement,11
GPT4,2023-02-08 13.19 Test-representations.airdM.xes,add,2.25
GPT4,2023-02-08 13.19 Test-representations.airdM.xes,name,2
GPT4,2023-02-08 13.19 Test-representations.airdM.xes,set,2.375
GPT4,2023-02-08 13.19 Test-representations.airdM.xes,externalinterface,6
GPT4,2023-02-08 13.19 Test-representations.airdM.xes,baseclass,2
GPT4,2023-02-08 13.19 Test-representations.airdM.xes,internallink,8
GPT4,2023-02-08 13.19 Test-representations.airdM.xes,partnersidea,2
GPT4,2023-02-08 13.19 Test-representations.airdM.xes,partnersideb,2
GPT4,2023-02-08 14.30 Test-representations.airdM.xes,internalelement,4.333333333
GPT4,2023-02-08 14.30 Test-representations.airdM.xes,add,0.875
GPT4,2023-02-08 14.30 Test-representations.airdM.xes,name,1.5
GPT4,2023-02-08 14.30 Test-representations.airdM.xes,set,1.1
GPT4,2023-02-08 14.30 Test-representations.airdM.xes,externalinterface,3.5
GPT4,2023-02-08 14.30 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-08 14.30 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-08 14.30 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-09 08.10 Test-representations.airdM.xes,internalelement,4
GPT4,2023-02-09 08.10 Test-representations.airdM.xes,add,1
GPT4,2023-02-09 08.10 Test-representations.airdM.xes,name,2.25
GPT4,2023-02-09 08.10 Test-representations.airdM.xes,set,1.7
GPT4,2023-02-09 08.10 Test-representations.airdM.xes,externalinterface,3
GPT4,2023-02-09 08.10 Test-representations.airdM.xes,baseclass,2
GPT4,2023-02-09 08.10 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-09 08.10 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-09 08.10 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,internalelement,5
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,add,1.181818182
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,name,1.666666667
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,set,1.166666667
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,id,1
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,basesystemunit,1
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,externalinterface,3
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,baseclass,1.333333333
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-09 10.13 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,internalelement,5.333333333
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,add,1
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,name,4
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,set,1.8
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,version,1
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,externalinterface,2.75
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,refbaseclasspath,1
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-09 13.33 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-09 13.37 Test-representations.airdM.xes,internalelement,5
GPT4,2023-02-09 13.37 Test-representations.airdM.xes,add,1.333333333
GPT4,2023-02-09 13.37 Test-representations.airdM.xes,name,1.4
GPT4,2023-02-09 13.37 Test-representations.airdM.xes,set,1.363636364
GPT4,2023-02-09 13.37 Test-representations.airdM.xes,externalinterface,3
GPT4,2023-02-09 13.37 Test-representations.airdM.xes,baseclass,1
GPT4,2023-02-09 13.37 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-09 13.37 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-09 13.37 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,internalelement,18
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,add,1.130434783
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,name,1.9
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,set,1.023255814
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,supportedroleclass,0.75
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,roleclass,0.6
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,externalinterface,3
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,internallink,5
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,partnersidea,0.5
GPT4,2023-02-10 08.43 Test-representations.airdM.xes,partnersideb,0.5
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,internalelement,5.5
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,add,0.888888889
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,name,1
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,set,1.133333333
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,id,1
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,supportedroleclass,1
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,roleclass,2
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,externalinterface,2.333333333
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,refbaseclasspath,1
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,baseclass,1
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,partnersidea,1
GPT4,2023-02-10 08.50 Test-representations.airdM.xes,partnersideb,1
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,internalelement,30
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,add,1.111111111
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,name,2.5
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,set,1.307692308
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,supportedroleclass,0.666666667
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,roleclass,0.625
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,externalinterface,2.571428571
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,partnersidea,0.666666667
GPT4,2023-02-10 08.58 Test-representations.airdM.xes,partnersideb,0.666666667
GPT4,2023-02-10 09.38 Test-representations.airdM.xes,internalelement,19.66666667
GPT4,2023-02-10 09.38 Test-representations.airdM.xes,add,1.64
GPT4,2023-02-10 09.38 Test-representations.airdM.xes,name,2.818181818
GPT4,2023-02-10 09.38 Test-representations.airdM.xes,set,1.780487805
GPT4,2023-02-10 09.38 Test-representations.airdM.xes,supportedroleclass,9
GPT4,2023-02-10 09.38 Test-representations.airdM.xes,externalinterface,3.272727273
GPT4,2023-02-10 09.38 Test-representations.airdM.xes,internallink,4
GPT4,2023-02-10 09.38 Test-representations.airdM.xes,partnersidea,0.666666667
GPT4,2023-02-10 09.38 Test-representations.airdM.xes,partnersideb,0.666666667
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,internalelement,3.5
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,add,0.366666667
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,name,0.818181818
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,set,0.477272727
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,supportedroleclass,0.181818182
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,roleclass,0.142857143
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,externalinterface,1.333333333
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,internallink,1.714285714
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,partnersidea,0.333333333
GPT4,2023-02-10 10.09 Test-representations.airdM.xes,partnersideb,0.333333333
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,internalelement,3.555555556
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,add,0.284090909
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,name,0.525
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,set,0.357664234
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,supportedroleclass,0.181818182
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,roleclass,0.166666667
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,externalinterface,0.857142857
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,internallink,1.272727273
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,partnersidea,0.194444444
GPT4,2023-02-10 10.37 Test-representations.airdM.xes,partnersideb,0.194444444
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,internalelement,6.5
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,add,1
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,name,1
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,set,1
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,externalinterface,1
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,attribute,4
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,value,1
LLAMA3,2023-02-07 08.04 Test-representations.airdM.xes,unit,1
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,internalelement,6.666666667
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,add,1.230769231
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,id,1
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,set,0.65625
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,name,0.428571429
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,externalinterface,1
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,attribute,3.2
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,value,0.833333333
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,defaultvalue,1
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,internallink,6
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-07 09.06 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,internalelement,6.5
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,add,0.833333333
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,name,0.5
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,set,0.647058824
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,externalinterface,0.75
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,internallink,1.5
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,partnersidea,0.5
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,partnersideb,0.5
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,supportedroleclass,2
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,attribute,3
LLAMA3,2023-02-07 09.17 Test-representations.airdM.xes,value,1
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,internalelement,13
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,add,1.571428571
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,name,0.125
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,set,0.466666667
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,supportedroleclass,2
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,refroleclasspath,1
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,externalinterface,1.666666667
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,internallink,4
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,partnersidea,0.666666667
LLAMA3,2023-02-07 09.27 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-07 09.48 Test-representations.airdM.xes,internalelement,5.5
LLAMA3,2023-02-07 09.48 Test-representations.airdM.xes,add,1.125
LLAMA3,2023-02-07 09.48 Test-representations.airdM.xes,name,0.2
LLAMA3,2023-02-07 09.48 Test-representations.airdM.xes,set,0.461538462
LLAMA3,2023-02-07 09.48 Test-representations.airdM.xes,externalinterface,1
LLAMA3,2023-02-07 09.48 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-07 09.48 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-07 09.48 Test-representations.airdM.xes,partnersidea,0.25
LLAMA3,2023-02-07 10.55 Test-representations.airdM.xes,internalelement,5
LLAMA3,2023-02-07 10.55 Test-representations.airdM.xes,add,0.888888889
LLAMA3,2023-02-07 10.55 Test-representations.airdM.xes,name,0.2
LLAMA3,2023-02-07 10.55 Test-representations.airdM.xes,set,0.545454545
LLAMA3,2023-02-07 10.55 Test-representations.airdM.xes,supportedroleclass,2
LLAMA3,2023-02-07 10.55 Test-representations.airdM.xes,externalinterface,1
LLAMA3,2023-02-07 10.55 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-07 10.55 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-07 10.55 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-07 11.07 Test-representations.airdM.xes,internalelement,6
LLAMA3,2023-02-07 11.07 Test-representations.airdM.xes,add,1
LLAMA3,2023-02-07 11.07 Test-representations.airdM.xes,name,0.25
LLAMA3,2023-02-07 11.07 Test-representations.airdM.xes,set,0.444444444
LLAMA3,2023-02-07 11.07 Test-representations.airdM.xes,basesystemunit,1
LLAMA3,2023-02-07 11.07 Test-representations.airdM.xes,externalinterface,1
LLAMA3,2023-02-07 11.07 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-07 11.07 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-07 11.07 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,internalelement,11
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,add,1.142857143
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,name,0.25
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,set,0.733333333
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,refbaseclasspath,1
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,basesystemunit,1
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,supportedroleclass,5
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,roleclass,0.2
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,refroleclasspath,1
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,externalinterface,1
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-08 09.01 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-08 13.19 Test-representations.airdM.xes,internalelement,8
LLAMA3,2023-02-08 13.19 Test-representations.airdM.xes,add,1.75
LLAMA3,2023-02-08 13.19 Test-representations.airdM.xes,name,0.5
LLAMA3,2023-02-08 13.19 Test-representations.airdM.xes,set,1.125
LLAMA3,2023-02-08 13.19 Test-representations.airdM.xes,externalinterface,2
LLAMA3,2023-02-08 13.19 Test-representations.airdM.xes,internallink,6
LLAMA3,2023-02-08 13.19 Test-representations.airdM.xes,partnersidea,2
LLAMA3,2023-02-08 13.19 Test-representations.airdM.xes,partnersideb,2
LLAMA3,2023-02-08 14.30 Test-representations.airdM.xes,internalelement,3.666666667
LLAMA3,2023-02-08 14.30 Test-representations.airdM.xes,add,0.75
LLAMA3,2023-02-08 14.30 Test-representations.airdM.xes,name,1.25
LLAMA3,2023-02-08 14.30 Test-representations.airdM.xes,set,1
LLAMA3,2023-02-08 14.30 Test-representations.airdM.xes,externalinterface,3.5
LLAMA3,2023-02-08 14.30 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-08 14.30 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-08 14.30 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-09 08.10 Test-representations.airdM.xes,internalelement,3.5
LLAMA3,2023-02-09 08.10 Test-representations.airdM.xes,add,0.9
LLAMA3,2023-02-09 08.10 Test-representations.airdM.xes,name,1.75
LLAMA3,2023-02-09 08.10 Test-representations.airdM.xes,set,1.5
LLAMA3,2023-02-09 08.10 Test-representations.airdM.xes,externalinterface,3
LLAMA3,2023-02-09 08.10 Test-representations.airdM.xes,baseclass,2
LLAMA3,2023-02-09 08.10 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-09 08.10 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-09 08.10 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,internalelement,4.25
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,add,1.090909091
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,name,1.166666667
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,set,0.944444444
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,basesystemunit,1
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,externalinterface,3
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,baseclass,1.333333333
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-09 10.13 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,internalelement,4.666666667
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,add,0.888888889
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,name,3
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,set,1.6
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,version,1
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,externalinterface,2.75
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,refbaseclasspath,1
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-09 13.33 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-09 13.37 Test-representations.airdM.xes,internalelement,4.333333333
LLAMA3,2023-02-09 13.37 Test-representations.airdM.xes,add,1.166666667
LLAMA3,2023-02-09 13.37 Test-representations.airdM.xes,name,1.2
LLAMA3,2023-02-09 13.37 Test-representations.airdM.xes,set,1.272727273
LLAMA3,2023-02-09 13.37 Test-representations.airdM.xes,externalinterface,3
LLAMA3,2023-02-09 13.37 Test-representations.airdM.xes,baseclass,1
LLAMA3,2023-02-09 13.37 Test-representations.airdM.xes,internallink,3
LLAMA3,2023-02-09 13.37 Test-representations.airdM.xes,partnersidea,1
LLAMA3,2023-02-09 13.37 Test-representations.airdM.xes,partnersideb,1
LLAMA3,2023-02-10 08.43 Test-representations.airdM.xes,internalelement,12.5
LLAMA3,2023-02-10 08.43 Test-representations.airdM.xes,add,0.913043478
LLAMA3,2023-02-10 08.43 Test-representations.airdM.xes,name,1.2
LLAMA3,2023-02-10 08.43 Test-representations.airdM.xes,set,0.88372093
LLAMA3,2023-02-10 08.43 Test-representations.airdM.xes,supportedroleclass,1.5
LLAMA3,2023-02-10 08.43 Test-representations.airdM.xes,roleclass,0.4
LLAMA3,2023-02-10 08.43 Test-representations.airdM.xes,externalinterface,2.666666667
LLAMA3,2023-02-10 08.43 Test-representations.airdM.xes,internallink,3.75
LLAMA3,2023-02-10 08.43 Test-representations.airdM.xes,partnersidea,0.5
